x @  cent_trace_len @  decent_trace_len @  odecent_trace_len @  cent_num_mess @  decent_num_mess @  odecent_num_mess @  cent_size_mess @  decent_size_mess @  odecent_size_mess @  cent_nb_progressions @  decent_nb_progressions @  odecent_nb_progressions @  formula @  trace
1 @ 2 @ 3 @ 2 @ 3 @ 0 @ 0 @ 1. @ 0. @ 0. @ 3 @ 3 @ 3 @ Next (Var "b") @ { | |c} ; {a|b|c} ; { |b| } ; {a| |c} ; {a|b| } ; {a|b| } ; {a|b| } ; {a|b| } ; {a| |c} ; { |b|c} ; { | | } ; {a| | } ; { | |c} ; {a| | } ; {a|b|c} ; {a|b| } ; { | | } ; { |b| } ; {a|b| } ; { |b| } ; {a|b| } ; { | |c} ; { | | } ; { | | } ; { | | } ; { | |c} ; {a|b| } ; { |b|c} ; { |b| } ; { | |c} ; { | |c} ; { | |c} ; {a|b|c} ; { |b| } ; { |b| } ; { |b| } ; { | | } ; { | |c} ; {a|b|c} ; {a|b|c} ; { | |c} ; { | | } ; { | | } ; {a|b| } ; {a|b| } ; { |b| } ; {a| | } ; {a|b| } ; { |b| } ; { | | } ; { |b|c} ; { |b| } ; {a|b|c} ; { |b| } ; {a|b| } ; { | |c} ; {a| | } ; { | |c} ; { | | } ; {a| |c} ; { |b|c} ; {a|b|c} ; {a| |c} ; { | | } ; {a| |c} ; { | |c} ; {a|b|c} ; { |b|c} ; { |b| } ; { | | } ; {a| | } ; { | | } ; { |b| } ; { | | } ; { |b| } ; { | |c} ; { | |c} ; { | | } ; {a| |c} ; { | | } ; {a| |c} ; {a|b|c} ; {a|b| } ; {a| |c} ; { | | } ; { |b| } ; {a| | } ; { | |c} ; {a| | } ; {a| | } ; { |b| } ; { |b| } ; { |b| } ; { | | } ; { | | } ; {a| |c} ; {a| | } ; {a| | } ; { | | } ; { |b| } ; {a|b| }
2 @ 6 @ 7 @ 6 @ 15 @ 2 @ 0 @ 1. @ 0.55 @ 0. @ 12 @ 24 @ 12 @ Glob (Var "b") @ {a|b|c} ; {a|b|c} ; { |b| } ; {a|b|c} ; { |b| } ; { | | } ; {a| |c} ; {a|b|c} ; { | | } ; { | |c} ; {a|b| } ; { | | } ; { |b|c} ; {a| |c} ; { | |c} ; { | | } ; {a|b| } ; { |b|c} ; { |b|c} ; { |b|c} ; { | | } ; { | |c} ; {a| |c} ; {a|b|c} ; { |b|c} ; {a|b|c} ; {a|b| } ; {a| |c} ; {a|b| } ; { |b| } ; {a| | } ; {a| | } ; { |b|c} ; { | | } ; {a|b| } ; {a| | } ; {a| | } ; { |b| } ; {a| | } ; { | | } ; {a|b|c} ; {a|b|c} ; { |b| } ; {a| |c} ; {a|b| } ; { |b|c} ; {a| |c} ; { | |c} ; { | |c} ; {a| | } ; { | |c} ; {a| | } ; {a|b|c} ; { | | } ; {a| |c} ; { |b| } ; { | | } ; { | | } ; {a| |c} ; {a|b| } ; {a|b|c} ; {a| | } ; { |b| } ; { | |c} ; {a|b|c} ; {a| | } ; {a|b| } ; { |b|c} ; { | | } ; { |b| } ; { |b|c} ; { |b|c} ; { | | } ; { |b| } ; { | | } ; { | |c} ; { |b| } ; { |b| } ; {a|b|c} ; {a|b| } ; {a|b| } ; { |b|c} ; {a| | } ; {a| | } ; {a|b| } ; {a|b|c} ; { | | } ; {a| | } ; {a| |c} ; { |b|c} ; {a|b|c} ; {a| | } ; {a|b|c} ; {a| | } ; {a| | } ; { | |c} ; {a|b| } ; { |b| } ; { | | } ; {a|b| } ; { | |c}
2 @ 15 @ 17 @ 16 @ 42 @ 12 @ 15 @ 1. @ 2.64 @ 2.57 @ 75 @ 225 @ 92 @ Glob (Until (Var "b", Var "c")) @ {a|b|c} ; {a|b| } ; {a|b|c} ; {a| |c} ; { |b| } ; { |b| } ; { |b|c} ; {a|b| } ; {a| |c} ; {a|b|c} ; {a|b| } ; { | |c} ; {a| |c} ; { |b|c} ; { | | } ; {a|b| } ; {a| |c} ; { |b|c} ; {a| |c} ; {a|b|c} ; {a|b| } ; {a|b| } ; {a|b| } ; {a|b| } ; {a|b| } ; {a|b| } ; {a|b| } ; {a| |c} ; { | | } ; { |b|c} ; { | |c} ; { |b|c} ; { | |c} ; { |b|c} ; {a| |c} ; { |b| } ; {a|b|c} ; {a| | } ; { | |c} ; {a|b|c} ; {a| |c} ; {a| |c} ; {a|b|c} ; {a| |c} ; { | | } ; { | | } ; { | |c} ; { |b| } ; {a|b| } ; {a|b|c} ; { | | } ; { |b| } ; {a|b|c} ; {a|b| } ; { |b|c} ; {a| |c} ; { | |c} ; {a| |c} ; { | | } ; {a| |c} ; {a| | } ; {a| |c} ; { | | } ; {a| |c} ; {a| |c} ; { |b|c} ; {a| |c} ; { | |c} ; {a| |c} ; {a| |c} ; {a| |c} ; {a| |c} ; {a|b|c} ; {a| |c} ; {a|b|c} ; {a|b| } ; {a| | } ; { |b|c} ; {a| | } ; {a|b| } ; {a| | } ; { | | } ; { | | } ; { | | } ; {a| |c} ; { |b|c} ; {a| | } ; { | |c} ; { | |c} ; {a|b|c} ; { | | } ; { |b| } ; {a| | } ; { |b| } ; { |b|c} ; {a|b|c} ; {a| |c} ; { |b|c} ; { |b| } ; { |b| } ; {a| |c}
2 @ 5 @ 6 @ 5 @ 12 @ 2 @ 2 @ 1. @ 0.66 @ 0.83 @ 16 @ 16 @ 18 @ Or (And (Var "b", Var "a"), Ev (Var "b")) @ { | |c} ; { | | } ; {a| |c} ; { | | } ; { |b|c} ; {a| | } ; {a| |c} ; {a| |c} ; {a| | } ; {a|b| } ; { |b|c} ; {a| |c} ; { | |c} ; { |b|c} ; { |b|c} ; {a|b|c} ; { | |c} ; { |b|c} ; {a| |c} ; {a|b|c} ; { | | } ; { |b| } ; { | | } ; { | |c} ; { |b| } ; {a|b|c} ; { | |c} ; { | | } ; {a|b|c} ; { |b|c} ; { |b| } ; { | |c} ; {a|b| } ; { |b|c} ; {a|b|c} ; {a|b| } ; {a|b|c} ; { | | } ; {a| | } ; { | | } ; { |b|c} ; { |b|c} ; { | |c} ; { | | } ; {a|b|c} ; { |b|c} ; { | | } ; {a|b| } ; {a|b| } ; {a|b| } ; {a|b|c} ; {a|b|c} ; { |b| } ; {a| | } ; {a|b| } ; { |b| } ; {a|b|c} ; {a| | } ; {a|b|c} ; {a| |c} ; {a| |c} ; { |b|c} ; { |b| } ; {a| | } ; { | |c} ; {a|b|c} ; {a| | } ; { |b|c} ; {a|b| } ; {a|b| } ; {a|b| } ; {a|b|c} ; { | | } ; { | |c} ; {a|b| } ; {a|b| } ; { |b|c} ; { |b|c} ; { | | } ; { |b| } ; { | |c} ; { |b| } ; {a| | } ; {a| | } ; {a|b|c} ; { | | } ; {a|b| } ; { | | } ; {a| |c} ; { |b| } ; { | | } ; { |b| } ; {a| |c} ; {a|b|c} ; {a| |c} ; {a| |c} ; {a|b|c} ; {a|b| } ; {a| | } ; { | | } ; {a|b| }
2 @ 7 @ 8 @ 7 @ 18 @ 2 @ 0 @ 1. @ 0.57 @ 0. @ 18 @ 24 @ 18 @ Or (Glob (Var "c"), Neg (Var "c")) @ {a| |c} ; {a| |c} ; { |b|c} ; {a|b|c} ; {a|b|c} ; {a| |c} ; { | | } ; {a| |c} ; { |b|c} ; { | | } ; { |b|c} ; { | | } ; { |b| } ; { |b|c} ; {a|b| } ; {a|b| } ; {a| |c} ; { |b| } ; {a|b| } ; { |b|c} ; {a|b| } ; { | | } ; {a|b|c} ; {a|b|c} ; { |b| } ; {a|b| } ; { | |c} ; { |b| } ; {a|b| } ; { | | } ; {a|b| } ; { |b| } ; {a| | } ; { |b| } ; { |b|c} ; { |b| } ; { |b| } ; { |b| } ; { | | } ; {a|b|c} ; { |b| } ; {a|b| } ; { | | } ; {a|b| } ; { | | } ; { | | } ; {a| | } ; {a|b| } ; {a| | } ; { | | } ; { |b| } ; {a| |c} ; {a|b|c} ; { |b|c} ; {a|b|c} ; {a| |c} ; { |b|c} ; {a| | } ; {a|b| } ; {a| | } ; { |b|c} ; {a|b| } ; {a|b|c} ; { |b|c} ; {a|b| } ; { |b|c} ; { | |c} ; {a|b|c} ; {a|b|c} ; { |b|c} ; {a|b| } ; { | |c} ; {a| |c} ; {a| |c} ; { |b| } ; { |b| } ; { | |c} ; { |b| } ; { | | } ; { | | } ; { | | } ; { |b|c} ; {a| | } ; {a|b|c} ; { | |c} ; { |b| } ; { |b|c} ; {a|b|c} ; { |b| } ; { |b| } ; { |b|c} ; {a|b|c} ; { |b| } ; { | |c} ; {a|b|c} ; { |b| } ; {a| | } ; { | |c} ; {a| |c} ; {a|b|c} ; {a| |c}
2 @ 10 @ 11 @ 10 @ 27 @ 2 @ 0 @ 1. @ 0.46 @ 0. @ 30 @ 45 @ 30 @ Ev (Neg (Var "c")) @ {a|b|c} ; {a|b|c} ; { |b|c} ; {a| |c} ; {a| |c} ; { |b|c} ; { |b|c} ; { |b|c} ; {a|b|c} ; {a|b| } ; { |b| } ; {a|b| } ; {a| |c} ; {a| | } ; {a| | } ; { |b|c} ; { | |c} ; {a|b| } ; { | | } ; {a| | } ; {a| | } ; {a|b|c} ; {a|b|c} ; { |b|c} ; { |b| } ; {a| | } ; { | | } ; { | |c} ; {a| |c} ; {a| | } ; {a| |c} ; { |b| } ; { |b| } ; {a|b|c} ; {a| |c} ; { |b| } ; {a| | } ; {a| | } ; {a| | } ; { |b| } ; {a|b| } ; { |b|c} ; {a| |c} ; {a|b| } ; { |b|c} ; { |b|c} ; {a| | } ; {a|b|c} ; { |b| } ; { | |c} ; {a| |c} ; {a| |c} ; { |b| } ; { | |c} ; {a| |c} ; {a| |c} ; {a|b|c} ; { | |c} ; { | | } ; {a| | } ; {a| |c} ; { | |c} ; {a|b|c} ; {a| | } ; {a| |c} ; { |b| } ; { |b|c} ; { | | } ; { | |c} ; { | |c} ; { |b|c} ; { | |c} ; { | |c} ; { |b| } ; {a|b| } ; { | |c} ; {a|b|c} ; { |b|c} ; { |b|c} ; {a| | } ; {a| |c} ; {a| | } ; {a|b| } ; { | |c} ; {a| |c} ; {a|b| } ; {a|b| } ; { | | } ; {a| |c} ; {a| | } ; {a|b| } ; {a|b|c} ; { |b| } ; {a| | } ; { |b|c} ; {a|b| } ; {a| | } ; { |b|c} ; { | |c} ; { |b|c} ; { | | }
2 @ 8 @ 10 @ 9 @ 21 @ 5 @ 8 @ 1. @ 1.4 @ 2.25 @ 40 @ 94 @ 50 @ Glob (Or (Var "c", Var "a")) @ {a|b| } ; {a|b|c} ; { | |c} ; {a| | } ; {a| | } ; {a| | } ; {a|b|c} ; { |b| } ; {a| | } ; {a| | } ; {a| | } ; {a| | } ; {a| | } ; { | |c} ; { | | } ; { |b| } ; { | |c} ; {a|b| } ; { |b|c} ; { | |c} ; { | | } ; {a|b|c} ; {a|b| } ; {a| |c} ; { |b|c} ; { |b| } ; {a| |c} ; {a|b|c} ; {a|b| } ; { | | } ; { |b|c} ; { |b|c} ; { | |c} ; { | | } ; {a| | } ; { |b|c} ; { |b| } ; {a| |c} ; {a|b| } ; {a|b|c} ; {a| |c} ; {a|b|c} ; {a| | } ; {a|b| } ; { | |c} ; {a|b| } ; { | | } ; {a| | } ; { |b|c} ; {a| | } ; { |b|c} ; { |b|c} ; { | |c} ; {a| |c} ; { | | } ; {a|b|c} ; { | |c} ; {a| |c} ; {a| | } ; { | | } ; { | | } ; {a| | } ; {a| | } ; {a|b| } ; {a|b| } ; { | |c} ; { | |c} ; { | | } ; { |b|c} ; { |b| } ; { | |c} ; {a| |c} ; {a|b|c} ; {a|b|c} ; {a| | } ; { | |c} ; { |b|c} ; {a| |c} ; {a|b|c} ; {a| | } ; {a| | } ; {a|b| } ; { | | } ; {a|b| } ; { |b| } ; {a| |c} ; { |b|c} ; { |b| } ; {a| | } ; {a|b| } ; { |b|c} ; { | | } ; { |b|c} ; {a|b|c} ; { | |c} ; {a|b| } ; { |b|c} ; {a|b| } ; {a| | } ; { | | } ; {a| | }
2 @ 6 @ 7 @ 6 @ 15 @ 2 @ 0 @ 1. @ 0.55 @ 0. @ 13 @ 26 @ 13 @ Next (Glob (Var "b")) @ {a| | } ; {a|b|c} ; {a|b| } ; { |b| } ; {a|b| } ; {a| | } ; { |b| } ; { |b|c} ; { |b|c} ; {a|b| } ; {a|b|c} ; {a|b| } ; { |b|c} ; { |b|c} ; { |b|c} ; { | |c} ; { | | } ; {a|b|c} ; { |b|c} ; { | | } ; { | | } ; { | | } ; { |b|c} ; {a|b|c} ; { | |c} ; {a| | } ; {a| |c} ; { | | } ; { |b|c} ; { | |c} ; { | | } ; {a|b| } ; {a|b| } ; {a| |c} ; {a| | } ; {a| |c} ; {a|b| } ; {a|b|c} ; {a|b| } ; {a| | } ; {a|b| } ; { |b| } ; { |b| } ; {a|b|c} ; { |b|c} ; {a| |c} ; { | |c} ; { |b|c} ; { |b| } ; {a| | } ; {a|b| } ; {a| | } ; {a|b|c} ; { |b| } ; {a|b|c} ; { | |c} ; { | | } ; { |b| } ; { |b| } ; {a| | } ; {a| | } ; {a| |c} ; { |b| } ; {a| | } ; { | | } ; { | | } ; { | | } ; { |b| } ; {a|b| } ; {a| |c} ; {a| |c} ; { | | } ; {a|b|c} ; { |b|c} ; {a|b| } ; { |b|c} ; {a| |c} ; {a|b| } ; { | |c} ; { |b|c} ; { |b| } ; {a|b|c} ; { | | } ; {a|b|c} ; {a|b| } ; { |b| } ; {a| |c} ; {a| | } ; {a|b|c} ; { |b| } ; {a|b| } ; {a|b|c} ; {a|b| } ; { |b| } ; {a| |c} ; {a| |c} ; { |b| } ; { | |c} ; { | |c} ; { | | } ; {a|b|c}
2 @ 7 @ 9 @ 8 @ 18 @ 8 @ 7 @ 1. @ 2.5 @ 2.19 @ 35 @ 85 @ 44 @ Ev (And (Var "c", Var "b")) @ {a|b| } ; { | |c} ; { |b| } ; { | |c} ; {a|b| } ; { |b| } ; { |b|c} ; { | | } ; {a|b|c} ; { |b| } ; {a|b| } ; { | |c} ; {a| |c} ; {a| |c} ; { |b| } ; { |b|c} ; { |b| } ; { |b| } ; { | | } ; {a| |c} ; {a|b|c} ; {a|b|c} ; {a| | } ; {a| | } ; {a|b|c} ; {a| | } ; {a|b|c} ; {a|b|c} ; {a|b| } ; { |b|c} ; { |b| } ; { | |c} ; { | |c} ; { | |c} ; {a|b|c} ; { |b|c} ; { |b| } ; { | |c} ; {a|b| } ; {a| | } ; {a| |c} ; {a| |c} ; {a|b| } ; {a| | } ; { |b|c} ; {a| |c} ; { | |c} ; { |b| } ; {a|b|c} ; {a| |c} ; { |b|c} ; { | |c} ; {a|b| } ; {a|b| } ; { |b| } ; {a| | } ; { | |c} ; {a|b|c} ; { |b|c} ; {a| |c} ; { | | } ; {a|b| } ; { |b| } ; {a| |c} ; { |b| } ; {a| |c} ; { | | } ; {a|b|c} ; {a|b|c} ; {a|b| } ; {a|b|c} ; { |b|c} ; {a| |c} ; {a| | } ; { | |c} ; { |b|c} ; { | | } ; {a|b| } ; { | |c} ; {a|b| } ; { | | } ; {a| |c} ; {a|b|c} ; {a|b| } ; { | | } ; { |b|c} ; { | | } ; {a|b| } ; {a| |c} ; { | | } ; {a| |c} ; { |b|c} ; {a|b|c} ; { | | } ; {a|b| } ; { | |c} ; { |b| } ; { | | } ; {a|b| } ; {a| | } ; { |b|c}
2 @ 13 @ 15 @ 14 @ 36 @ 7 @ 13 @ 1. @ 1.23 @ 2.51 @ 65 @ 115 @ 80 @ Ev (And (Var "c", Var "a")) @ { | | } ; { |b|c} ; {a| | } ; { | | } ; { |b| } ; { |b|c} ; { | |c} ; { |b| } ; { | | } ; { |b| } ; {a|b| } ; { | |c} ; {a|b|c} ; { | | } ; { | |c} ; { |b| } ; {a|b| } ; { | |c} ; {a| |c} ; {a| | } ; {a|b| } ; { |b| } ; { | | } ; {a|b|c} ; {a|b|c} ; {a| | } ; {a| |c} ; {a| | } ; { | | } ; { | |c} ; { | | } ; {a|b|c} ; { | | } ; { |b| } ; { |b| } ; { |b| } ; { |b|c} ; {a| | } ; {a|b|c} ; {a|b|c} ; { |b|c} ; { | | } ; {a|b| } ; {a|b| } ; {a|b| } ; {a| |c} ; {a|b|c} ; { |b|c} ; { | | } ; { |b|c} ; { | |c} ; {a|b|c} ; {a| |c} ; { |b|c} ; { |b|c} ; { | |c} ; { |b|c} ; { |b|c} ; {a| | } ; {a|b|c} ; {a|b| } ; {a|b| } ; { |b|c} ; {a|b|c} ; { | | } ; { |b|c} ; { |b|c} ; {a|b| } ; { |b|c} ; { |b| } ; { | | } ; {a| | } ; {a| | } ; { | |c} ; { | | } ; {a|b|c} ; { |b|c} ; {a|b| } ; { |b| } ; { | | } ; { | |c} ; { |b|c} ; { |b| } ; {a|b| } ; {a| |c} ; {a|b| } ; {a|b| } ; {a| | } ; { |b|c} ; { |b| } ; { |b|c} ; {a| | } ; {a|b|c} ; { |b|c} ; { | | } ; { | | } ; {a|b|c} ; {a|b|c} ; { |b|c} ; {a|b| } ; {a|b| }
2 @ 5 @ 6 @ 5 @ 12 @ 2 @ 0 @ 1. @ 0.93 @ 0. @ 15 @ 20 @ 15 @ Ev (Neg (Var "a")) @ {a| | } ; {a|b| } ; {a|b| } ; {a|b| } ; { |b| } ; {a| |c} ; {a| |c} ; {a|b| } ; {a| |c} ; {a|b| } ; { |b|c} ; {a|b|c} ; { | | } ; {a| |c} ; {a|b| } ; { |b| } ; {a| | } ; { | |c} ; {a|b|c} ; {a| |c} ; { |b| } ; {a| |c} ; { | | } ; { |b|c} ; { | |c} ; { | |c} ; {a| |c} ; {a|b|c} ; { | |c} ; { | | } ; { | | } ; {a|b|c} ; { | | } ; { |b|c} ; { |b|c} ; { |b| } ; { | |c} ; {a|b| } ; { |b| } ; {a| | } ; {a| | } ; { |b| } ; { | |c} ; { | |c} ; { |b| } ; { |b|c} ; {a|b| } ; {a|b| } ; {a|b|c} ; { | | } ; {a| |c} ; { | |c} ; {a| | } ; { | |c} ; {a| |c} ; {a|b| } ; { |b|c} ; { | | } ; {a| |c} ; {a| |c} ; { | | } ; {a|b| } ; {a| | } ; {a| | } ; { | |c} ; {a|b|c} ; { |b| } ; {a| |c} ; {a| | } ; {a| |c} ; { | |c} ; { |b|c} ; {a|b|c} ; {a| | } ; {a| |c} ; {a|b|c} ; { |b| } ; { |b| } ; { | | } ; {a|b|c} ; {a| | } ; {a| | } ; { | | } ; {a|b|c} ; {a|b|c} ; { |b|c} ; { | | } ; {a|b| } ; { |b| } ; { | | } ; { |b|c} ; { |b|c} ; {a| |c} ; {a|b| } ; { | |c} ; { |b|c} ; { | | } ; {a|b| } ; {a| | } ; {a|b|c} ; { | |c}
2 @ 7 @ 9 @ 8 @ 18 @ 15 @ 14 @ 1. @ 8.91 @ 4.38 @ 91 @ 271 @ 109 @ Ev (And (Or (Neg (Var "b"), Var "c"), Or (Neg (Var "c"), Var "b"))) @ {a|b| } ; {a|b| } ; {a|b| } ; { |b| } ; { | |c} ; { |b| } ; {a| | } ; {a| | } ; {a|b|c} ; { |b|c} ; {a|b|c} ; {a|b| } ; { | |c} ; {a| | } ; {a|b|c} ; {a|b| } ; {a|b| } ; {a|b|c} ; { |b|c} ; {a|b| } ; {a| | } ; { |b| } ; { | | } ; { | | } ; { | |c} ; { |b| } ; {a| |c} ; {a| |c} ; {a| | } ; {a| | } ; { |b| } ; { |b| } ; {a|b| } ; {a| | } ; {a| | } ; { |b| } ; { |b| } ; {a|b| } ; { | | } ; { |b|c} ; {a| | } ; {a|b| } ; { |b|c} ; {a| |c} ; {a|b|c} ; { |b| } ; {a|b|c} ; { | |c} ; { | |c} ; {a| | } ; { | |c} ; {a|b|c} ; {a| |c} ; { | | } ; { |b|c} ; { | | } ; { | |c} ; { |b|c} ; {a| |c} ; { | | } ; {a|b|c} ; { |b|c} ; {a|b| } ; { | |c} ; { | | } ; {a| |c} ; { | | } ; {a|b| } ; {a| |c} ; {a|b|c} ; { |b|c} ; {a|b| } ; {a|b|c} ; { |b|c} ; {a| | } ; {a| | } ; {a|b|c} ; {a| |c} ; { |b| } ; { | | } ; { | |c} ; {a|b|c} ; {a|b| } ; {a|b|c} ; { |b| } ; { | | } ; {a| | } ; {a| |c} ; {a| | } ; { | | } ; { |b| } ; { | |c} ; { | |c} ; {a|b| } ; {a|b|c} ; {a| |c} ; { | |c} ; { |b|c} ; { | |c} ; {a| | } ; { |b|c}
2 @ 12 @ 13 @ 12 @ 33 @ 2 @ 0 @ 1. @ 0.27 @ 0. @ 24 @ 44 @ 24 @ Ev (Var "a") @ { | | } ; { | |c} ; { |b| } ; { |b| } ; { | | } ; { |b|c} ; { | | } ; { |b| } ; { |b|c} ; { |b| } ; { | |c} ; {a| |c} ; { | |c} ; {a|b| } ; { | |c} ; { | | } ; {a| | } ; {a|b| } ; {a| |c} ; {a|b|c} ; {a| | } ; {a| | } ; { |b| } ; { |b| } ; { |b| } ; {a|b|c} ; {a|b| } ; { | |c} ; { | |c} ; { | |c} ; {a|b| } ; { | |c} ; { | | } ; { |b|c} ; { |b|c} ; {a| | } ; {a|b| } ; {a| | } ; {a|b|c} ; { |b| } ; {a|b|c} ; {a|b| } ; { |b|c} ; { | |c} ; {a| |c} ; { |b| } ; {a|b| } ; {a| | } ; {a|b| } ; {a|b| } ; { |b|c} ; { | | } ; { | | } ; {a| |c} ; { | |c} ; {a|b| } ; {a| |c} ; { | | } ; {a|b| } ; {a| |c} ; { | | } ; { | | } ; {a| |c} ; { | |c} ; { | |c} ; {a|b|c} ; {a|b| } ; { |b| } ; {a| | } ; { |b|c} ; { |b|c} ; {a|b|c} ; {a| |c} ; {a| | } ; { | | } ; { |b|c} ; { | | } ; {a|b|c} ; {a| |c} ; {a| |c} ; { |b|c} ; {a|b| } ; {a|b|c} ; { |b| } ; {a| | } ; {a| |c} ; { | |c} ; {a| |c} ; { | |c} ; { | |c} ; {a|b| } ; { |b| } ; {a|b|c} ; {a| | } ; {a|b| } ; {a|b|c} ; {a| |c} ; {a|b| } ; { |b|c} ; { | | } ; { | |c}
2 @ 5 @ 6 @ 5 @ 12 @ 2 @ 0 @ 1. @ 0.66 @ 0. @ 10 @ 20 @ 10 @ Glob (Var "c") @ { |b|c} ; {a| |c} ; { | |c} ; {a|b|c} ; {a| | } ; { | |c} ; {a| |c} ; { |b| } ; {a| |c} ; { |b|c} ; {a| |c} ; {a| |c} ; {a| |c} ; {a|b|c} ; { |b| } ; {a| |c} ; { |b|c} ; {a|b| } ; {a|b|c} ; {a|b| } ; { |b|c} ; { | |c} ; { |b|c} ; {a| |c} ; { |b| } ; {a| | } ; { |b|c} ; {a|b|c} ; { | |c} ; { |b| } ; { |b|c} ; {a|b| } ; {a|b| } ; { | | } ; { | |c} ; { |b|c} ; {a| | } ; {a|b| } ; {a|b| } ; {a|b|c} ; { |b| } ; {a| |c} ; { | | } ; {a| | } ; {a|b|c} ; {a|b| } ; { |b|c} ; { |b| } ; {a| |c} ; { |b|c} ; { | | } ; {a|b|c} ; { |b| } ; {a|b|c} ; { | | } ; {a|b| } ; { | | } ; {a|b| } ; {a|b| } ; {a| | } ; {a|b|c} ; {a|b|c} ; { |b| } ; {a| |c} ; {a|b| } ; { | |c} ; {a|b|c} ; { |b|c} ; { |b|c} ; {a|b|c} ; { |b| } ; {a| |c} ; {a| |c} ; {a|b|c} ; {a|b| } ; {a| | } ; {a|b| } ; {a|b|c} ; { | | } ; { |b| } ; { | |c} ; { | | } ; { |b|c} ; {a| |c} ; {a| | } ; {a| | } ; { | |c} ; { | | } ; {a|b|c} ; { |b| } ; {a|b|c} ; { | | } ; { | | } ; {a|b| } ; { |b|c} ; {a|b| } ; {a|b|c} ; { |b| } ; {a| |c} ; {a|b|c} ; { | |c}
2 @ 5 @ 6 @ 5 @ 12 @ 2 @ 0 @ 1. @ 0.66 @ 0. @ 10 @ 16 @ 10 @ Ev (Var "a") @ { | | } ; { |b| } ; { |b|c} ; { | | } ; {a| | } ; { |b| } ; {a| | } ; {a|b|c} ; {a|b| } ; {a|b| } ; { | |c} ; { |b| } ; {a|b| } ; { |b| } ; { | | } ; { |b|c} ; { | |c} ; {a| | } ; { | |c} ; { |b| } ; {a|b| } ; { |b| } ; {a| | } ; {a| |c} ; { |b|c} ; {a|b| } ; {a| |c} ; { | |c} ; { | | } ; { |b|c} ; {a| |c} ; { |b|c} ; {a| | } ; {a|b| } ; { |b|c} ; { | | } ; { | |c} ; {a|b|c} ; { |b| } ; { | | } ; {a|b| } ; {a| |c} ; { | | } ; { |b|c} ; {a|b| } ; { |b| } ; { | | } ; {a|b|c} ; { | |c} ; { | | } ; {a|b|c} ; { | | } ; { | |c} ; { | |c} ; { | | } ; { |b| } ; {a|b|c} ; { | |c} ; {a| | } ; { | |c} ; {a| | } ; {a| |c} ; { | |c} ; { | |c} ; {a|b|c} ; { | |c} ; {a| |c} ; {a|b| } ; {a| |c} ; { | | } ; { | |c} ; { |b|c} ; {a| |c} ; { | | } ; { | | } ; { | | } ; { | | } ; {a| |c} ; {a| | } ; {a| |c} ; {a| | } ; {a|b|c} ; {a|b|c} ; {a|b| } ; {a|b| } ; {a|b|c} ; {a| | } ; { |b| } ; { | | } ; { | |c} ; { |b|c} ; {a| | } ; { | | } ; { | |c} ; {a|b| } ; {a|b|c} ; {a| | } ; { | | } ; {a| | } ; {a|b|c} ; { |b| }
2 @ 8 @ 9 @ 8 @ 21 @ 2 @ 0 @ 1. @ 0.58 @ 0. @ 24 @ 40 @ 24 @ Glob (Neg (Var "b")) @ {a| | } ; {a| | } ; {a| | } ; { | |c} ; {a| |c} ; {a| | } ; { | | } ; { |b| } ; { | | } ; { | |c} ; {a|b| } ; {a|b| } ; { |b|c} ; { |b|c} ; { | | } ; { |b|c} ; { |b| } ; {a|b| } ; {a| | } ; {a| |c} ; { | |c} ; {a|b|c} ; { | | } ; { |b| } ; {a|b|c} ; { | | } ; { | | } ; { |b| } ; {a| | } ; {a|b| } ; { |b| } ; { | | } ; {a|b|c} ; {a|b| } ; { | | } ; { |b|c} ; {a|b|c} ; { |b| } ; { | |c} ; { |b|c} ; { |b|c} ; {a| |c} ; {a|b| } ; {a|b|c} ; { | |c} ; {a| |c} ; { | | } ; { | |c} ; { | | } ; {a| | } ; {a|b|c} ; {a|b| } ; { |b| } ; {a|b| } ; {a| | } ; {a|b|c} ; {a| |c} ; {a|b| } ; { |b| } ; {a|b| } ; { | | } ; { |b| } ; {a|b| } ; { | |c} ; { |b|c} ; {a| | } ; { | |c} ; {a|b|c} ; { |b| } ; {a|b|c} ; { |b| } ; { | |c} ; { |b| } ; {a|b|c} ; { | | } ; { | |c} ; { | |c} ; { | |c} ; { | | } ; {a| | } ; {a|b| } ; { |b|c} ; { | | } ; {a| | } ; {a|b|c} ; { | |c} ; { | | } ; {a| | } ; {a|b|c} ; {a|b| } ; { | | } ; {a|b| } ; { |b|c} ; { |b| } ; {a|b|c} ; { |b| } ; { |b|c} ; {a|b|c} ; { |b|c} ; { |b| } ; {a|b| }
